,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
3841,2018-02-12,2022-06-20,50.0,50.867647253192125,1.7352945063842498,0.7451171875
3842,2018-02-12,2022-05-23,49.0,52.53941563803596,7.223297220481554,3.08203125
3843,2018-02-12,2022-04-25,48.0,52.86979412408314,10.145404425173213,4.3486328125
3844,2018-02-12,2022-03-21,47.0,52.57285534862441,11.8571390396264,5.177734375
3845,2018-02-12,2022-02-21,46.0,51.40859581518755,11.757816989538158,5.22265625
3846,2018-02-12,2022-01-24,45.0,51.618518534628336,14.707818965840746,6.5751953125
3847,2018-02-12,2021-12-20,44.0,52.16738587978323,18.56224063587098,8.41015625
3848,2018-02-12,2021-11-22,43.0,52.925781948300106,23.08321383325606,10.4921875
3849,2018-02-12,2021-10-25,42.0,50.8335982436866,21.032376770682383,9.802734375
3850,2018-02-12,2021-09-20,41.0,48.57089489037374,18.465597293594477,8.931640625
3851,2018-02-12,2021-08-23,40.0,48.22275809439302,20.556895235982555,10.0693359375
3852,2018-02-12,2021-07-26,39.0,46.09663388457416,18.196497139933744,9.1591796875
3853,2018-02-12,2021-06-21,38.0,44.2734658064921,16.509120543400257,8.61328125
3854,2018-02-12,2021-05-25,37.0,42.3672875256988,14.506182501888647,7.76171875
3855,2018-02-12,2021-04-26,36.0,40.73470182286321,13.151949507953354,7.2255859375
3856,2018-02-12,2021-03-22,35.0,38.742410406765984,10.692601162188526,6.1142578125
3857,2018-02-12,2021-02-22,34.0,37.17391562883502,9.33504596716182,5.4765625
3858,2018-02-12,2021-01-25,33.0,35.749914751362525,8.333075004128862,5.0126953125
3859,2018-02-12,2020-12-21,32.0,33.672099910528885,5.225312220402767,3.283203125
3860,2018-02-12,2020-11-23,31.0,32.34938980888712,4.352870351248766,2.8056640625
3861,2018-02-12,2020-10-26,30.0,29.666053137718592,-1.1131562076046937,-0.74609375
3862,2018-02-12,2020-09-21,29.0,28.814988471412214,-0.6379707882337456,-0.443359375
3863,2018-02-12,2020-08-24,28.0,28.019974026503597,0.07133580894141797,0.05078125
3864,2018-02-12,2020-07-27,27.0,26.561281578882998,-1.6248830411740827,-1.1884765625
3865,2018-02-12,2020-06-29,26.0,25.266147311929785,-2.822510338731595,-2.1240234375
3866,2018-02-12,2020-04-20,24.0,22.300430459819772,-7.08153975075095,-5.845703125
3867,2018-02-12,2020-03-23,23.0,19.33217300064747,-15.947073910228395,-13.779296875
3868,2018-02-12,2020-02-24,22.0,23.4143043657172,6.428656207805455,5.482421875
3869,2018-02-12,2020-01-20,21.0,22.375177794236198,6.548465686839036,5.865234375
3870,2018-02-12,2019-12-23,20.0,21.06786171539991,5.339308576999553,4.951171875
3871,2018-02-12,2019-11-25,19.0,19.80964280779153,4.261277935744894,4.091796875
3872,2018-02-12,2019-10-21,18.0,18.538201925722777,2.9900106984598747,3.037109375
3873,2018-02-12,2019-09-23,17.0,17.659001318103236,3.876478341783742,4.08203125
3874,2018-02-12,2019-08-26,16.0,16.22798429504944,1.42490184405899,1.5625
3875,2018-02-12,2019-07-22,15.0,15.392496610761137,2.6166440717409145,3.05078125
3876,2018-02-12,2019-06-24,14.0,14.190300043158885,1.3592860225634646,1.65234375
3877,2018-02-12,2019-05-20,13.0,12.999413932670668,-0.004508210225628007,-0.005859375
3878,2018-02-12,2019-04-23,12.0,12.209966751835005,1.7497229319583714,2.380859375
3879,2018-02-12,2019-03-25,11.0,10.916500070497642,-0.7590902682032502,-1.0859375
3880,2018-02-12,2019-02-25,10.0,9.776493709531628,-2.2350629046837156,-3.35546875
3881,2018-02-12,2019-01-21,9.0,8.544861817282012,-5.057090919088757,-8.19140625
3882,2018-02-12,2018-12-24,8.0,7.361848415106525,-7.9768948111684335,-13.51953125
3883,2018-02-12,2018-11-26,7.0,6.615532782135999,-5.492388826628591,-9.96875
3884,2018-02-12,2018-10-22,6.0,5.739945653712409,-4.3342391047931805,-8.7421875
3885,2018-02-12,2018-09-24,5.0,4.8873622675043435,-2.252754649913129,-4.91796875
3886,2018-02-12,2018-08-20,4.0,3.9496485662532903,-1.2587858436677424,-3.140625
3887,2018-02-12,2018-07-23,3.0,2.967024061230893,-1.099197958970229,-2.99609375
3888,2018-02-12,2018-06-25,2.0,1.9693171790100612,-1.5341410494969399,-4.6328125
3889,2018-02-12,2018-05-22,1.0,0.9989865462339254,-0.10134537660746457,-0.375
3890,2018-02-12,2018-04-23,,,,
3891,2018-02-12,2018-03-26,,,,
3892,2018-02-12,2018-02-26,,,,
3900,2018-01-15,2022-12-27,57.0,58.43033360217119,2.5093571967915587,0.9462890625
3901,2018-01-15,2022-11-21,56.0,57.64244048937787,2.9329294453176225,1.1279296875
3902,2018-01-15,2022-10-24,55.0,54.242016613879095,-1.3781516111289187,-0.5478515625
3903,2018-01-15,2022-09-26,54.0,52.3678737087081,-3.022456094984994,-1.2265625
3904,2018-01-15,2022-08-22,53.0,55.94476442620084,5.556159294718567,2.22216796875
