,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
2256,2020-03-10,2022-01-20,20.0,22.30687607605653,11.534380380282645,10.62109375
2257,2020-03-10,2021-12-20,19.0,21.721049262900408,14.321311910002146,13.7333984375
2258,2020-03-10,2021-11-22,18.0,21.347633763623207,18.597965353462264,18.44921875
2259,2020-03-10,2021-10-20,17.0,19.564459189835187,15.085054057854041,15.849609375
2260,2020-03-10,2021-09-20,16.0,18.14595043334493,13.412190208405805,14.7890625
2261,2020-03-10,2021-08-20,15.0,17.261742503461193,15.078283356407951,17.53125
2262,2020-03-10,2021-07-20,14.0,15.905168578024664,13.60834698589046,16.7421875
2263,2020-03-10,2021-06-21,13.0,14.736695191051956,13.359193777322737,17.3046875
2264,2020-03-10,2021-05-20,12.0,13.303704664255347,10.86420553546123,15.013671875
2265,2020-03-10,2021-04-20,11.0,12.439263952047595,13.084217745887228,19.28515625
2266,2020-03-10,2021-03-22,10.0,11.222267207925023,12.222672079250234,19.1328125
2267,2020-03-10,2021-02-22,9.0,10.009023955222956,11.211377280255066,18.61328125
2268,2020-03-10,2021-01-20,8.0,8.840185780560013,10.502322257000163,19.0390625
2269,2020-03-10,2020-12-21,7.0,7.493332791041645,7.047611300594931,13.6640625
2270,2020-03-10,2020-11-20,6.0,6.456627475198421,7.610457919973686,16.2109375
2271,2020-03-10,2020-10-20,5.0,5.283802372390871,5.676047447817414,13.234375
2272,2020-03-10,2020-09-21,4.0,4.137834062415824,3.4458515603956075,8.71875
2273,2020-03-10,2020-08-20,3.0,3.1863473776400824,6.211579254669412,18.3125
2274,2020-03-10,2020-07-20,2.0,2.153943878310124,7.697193915506206,26.640625
2275,2020-03-10,2020-06-22,1.0,1.0503030386209546,5.030303862095464,18.796875
2276,2020-03-10,2020-05-20,,,,
2277,2020-03-10,2020-04-20,,,,
2278,2020-03-10,2020-03-20,,,,
2310,2020-02-10,2023-01-20,33.0,32.42897566401893,-1.7303767757002178,-1.080078125
